cntry,ccnthum,ccrdprs,wrclmch,gndr,agea,eisced,impricha,ipeqopta,ipmodsta,impfuna,impenva
AT,Mainly human,A lot,Extremely worried,Male,18,Lower upper sec,Like me,Like me,A little like me,Like me,Very much like me
AT,Mainly human,8,Very worried,Male,52,Upper upper sec,Somewhat like me,Very much like me,A little like me,Like me,Very much like me
AT,Equal natural and human,9,Very worried,Female,76,Upper upper sec,A little like me,Like me,Like me,Not at all like me,Like me
AT,NA,NA,NA,Female,22,Upper upper sec,A little like me,Very much like me,Somewhat like me,Very much like me,Like me
AT,Mainly natural,1,Not worried,Male,19,Advanced voc,Not like me,Like me,Very much like me,Like me,A little like me
AT,Mainly human,8,Very worried,Male,51,Upper upper sec,A little like me,Like me,A little like me,A little like me,Very much like me
AT,Mainly natural,4,Not very worried,Male,43,Upper upper sec,A little like me,Like me,Somewhat like me,Somewhat like me,Like me
AT,Natural processes,Not at all,Not worried,Female,58,Lower upper sec,Not like me,Very much like me,Very much like me,Somewhat like me,Somewhat like me
AT,Mainly human,8,Very worried,Female,41,Upper upper sec,A little like me,Very much like me,Somewhat like me,Like me,Very much like me
AT,Equal natural and human,6,Somewhat worried,Female,80,Lower upper sec,Not at all like me,Like me,Very much like me,Not at all like me,Very much like me
AT,Equal natural and human,8,Very worried,Male,47,Upper upper sec,A little like me,Like me,Somewhat like me,Somewhat like me,Very much like me
AT,Mainly human,8,Very worried,Female,52,Upper upper sec,Not like me,Very much like me,A little like me,Very much like me,Like me
AT,Mainly human,3,Somewhat worried,Male,73,Upper upper sec,A little like me,Like me,A little like me,Somewhat like me,Like me
AT,Equal natural and human,5,Not very worried,Male,53,Lower tertiary,A little like me,A little like me,Not like me,Very much like me,A little like me
AT,Mainly human,4,Somewhat worried,Female,61,Upper upper sec,Not at all like me,Like me,Like me,Somewhat like me,Very much like me
AT,Mainly natural,6,Somewhat worried,Male,77,Upper upper sec,Not like me,Very much like me,A little like me,A little like me,Like me
AT,Equal natural and human,A lot,Somewhat worried,Male,33,Upper upper sec,Very much like me,Very much like me,Not at all like me,Very much like me,Very much like me
AT,Equal natural and human,6,Somewhat worried,Female,44,Upper upper sec,Not like me,Like me,Somewhat like me,A little like me,Like me
AT,Mainly human,8,Somewhat worried,Female,64,Upper upper sec,Somewhat like me,Very much like me,Somewhat like me,Like me,Very much like me
AT,Mainly human,5,Somewhat worried,Female,56,Upper upper sec,Very much like me,Very much like me,Somewhat like me,Very much like me,Like me
AT,Equal natural and human,6,Somewhat worried,Male,32,Upper upper sec,Somewhat like me,Like me,Like me,Somewhat like me,Very much like me
AT,Mainly human,8,Very worried,Female,54,Upper upper sec,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me,Like me
AT,Mainly natural,5,Very worried,Female,52,Upper upper sec,A little like me,Like me,Somewhat like me,Like me,Like me
AT,Mainly human,A lot,Somewhat worried,Female,35,Other,A little like me,Very much like me,A little like me,Somewhat like me,Like me
AT,Mainly human,8,Very worried,Male,69,Upper upper sec,A little like me,Very much like me,Somewhat like me,Somewhat like me,Very much like me
AT,NA,2,Not very worried,Female,34,Upper upper sec,Like me,Like me,Like me,Like me,Like me
AT,Equal natural and human,5,Somewhat worried,Male,48,Upper upper sec,A little like me,Very much like me,Like me,Very much like me,Very much like me
AT,Mainly human,3,Somewhat worried,Female,26,Lower tertiary,Somewhat like me,Like me,A little like me,Like me,Like me
AT,Equal natural and human,6,Somewhat worried,Female,85,Lower upper sec,A little like me,Very much like me,Very much like me,Very much like me,Very much like me
AT,Mainly human,4,Very worried,Female,57,Upper upper sec,Like me,Like me,A little like me,Somewhat like me,Like me
AT,Mainly human,9,Extremely worried,Female,69,Other,A little like me,Like me,A little like me,Like me,Very much like me
AT,Equal natural and human,2,Somewhat worried,Female,83,Lower upper sec,Not at all like me,Very much like me,Very much like me,Somewhat like me,Like me
AT,Equal natural and human,A lot,Not very worried,Male,66,Upper upper sec,Like me,Like me,Not like me,Very much like me,Very much like me
AT,Mainly human,8,Very worried,Male,71,Upper upper sec,A little like me,Like me,Like me,Very much like me,Very much like me
AT,Mainly natural,5,Not very worried,Male,82,Lower tertiary,Somewhat like me,Like me,Like me,Somewhat like me,Like me
AT,Equal natural and human,3,Somewhat worried,Male,85,Lower upper sec,A little like me,Not like me,A little like me,Somewhat like me,Somewhat like me
AT,Mainly human,7,Somewhat worried,Female,74,Upper upper sec,A little like me,Somewhat like me,Somewhat like me,A little like me,Somewhat like me
AT,Entirely human,A lot,Extremely worried,Female,27,Advanced voc,Not at all like me,Very much like me,Very much like me,Somewhat like me,Very much like me
AT,Equal natural and human,4,Somewhat worried,Female,60,Upper upper sec,A little like me,Like me,Like me,Somewhat like me,Somewhat like me
AT,Equal natural and human,8,Very worried,Female,55,Upper upper sec,A little like me,Very much like me,Very much like me,A little like me,Very much like me
AT,Mainly human,3,Somewhat worried,Male,57,Other,Somewhat like me,A little like me,Not like me,A little like me,A little like me
AT,Equal natural and human,5,Somewhat worried,Male,52,Other,Not like me,Like me,Somewhat like me,Like me,Like me
AT,Mainly human,8,Very worried,Male,49,Upper upper sec,A little like me,Somewhat like me,A little like me,Like me,Somewhat like me
AT,Equal natural and human,7,Somewhat worried,Female,41,Lower tertiary,Very much like me,A little like me,Somewhat like me,Somewhat like me,Very much like me
AT,Mainly human,6,Very worried,Male,76,Lower tertiary,Somewhat like me,Like me,Somewhat like me,Somewhat like me,Very much like me
AT,Mainly human,8,Very worried,Male,41,Other,Somewhat like me,Like me,Somewhat like me,Somewhat like me,Like me
AT,Mainly human,6,Very worried,Female,85,Upper upper sec,Not like me,Very much like me,Like me,Somewhat like me,Like me
AT,Equal natural and human,6,Somewhat worried,Male,21,Lower upper sec,Somewhat like me,Like me,Very much like me,Like me,Like me
AT,Mainly natural,2,Not worried,Male,76,Upper upper sec,Not like me,Very much like me,Very much like me,A little like me,Like me
AT,Equal natural and human,5,Somewhat worried,Female,88,Lower upper sec,A little like me,Like me,NA,A little like me,Like me
AT,Mainly human,7,Somewhat worried,Female,76,Upper upper sec,A little like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me
AT,Entirely human,A lot,Very worried,Male,33,Upper upper sec,A little like me,Like me,Not like me,Very much like me,Very much like me
AT,Mainly human,7,Very worried,Female,66,Other,Somewhat like me,Very much like me,A little like me,Somewhat like me,Very much like me
AT,Mainly natural,9,Somewhat worried,Male,84,Upper upper sec,Not like me,Very much like me,Very much like me,A little like me,Like me
AT,Equal natural and human,8,Somewhat worried,Female,89,Lower tertiary,Not like me,Very much like me,Like me,Somewhat like me,Very much like me
AT,Equal natural and human,6,Somewhat worried,Female,33,Higher tertiary,A little like me,Like me,A little like me,Very much like me,Somewhat like me
AT,Mainly human,8,Very worried,Female,28,Lower upper sec,Not like me,Very much like me,A little like me,Very much like me,Very much like me
AT,Equal natural and human,9,Somewhat worried,Female,34,Higher tertiary,Somewhat like me,A little like me,Very much like me,Somewhat like me,A little like me
AT,Mainly human,9,Somewhat worried,Male,44,Higher tertiary,Like me,Like me,A little like me,Like me,Like me
AT,NA,5,Not very worried,Male,51,Upper upper sec,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me
AT,Entirely human,9,Extremely worried,Male,37,Lower tertiary,A little like me,Very much like me,Somewhat like me,Like me,Very much like me
AT,Mainly human,NA,Somewhat worried,Male,24,Upper upper sec,Like me,Very much like me,Somewhat like me,Like me,Like me
AT,Equal natural and human,9,Very worried,Female,76,Lower secondary,Somewhat like me,A little like me,A little like me,Somewhat like me,A little like me
AT,Equal natural and human,7,Somewhat worried,Male,69,Upper upper sec,Like me,Like me,Like me,Like me,Like me
AT,Entirely human,2,Somewhat worried,Male,82,Lower upper sec,Not like me,Somewhat like me,Like me,Not like me,Somewhat like me
AT,Mainly human,9,Extremely worried,Female,64,Upper upper sec,Not at all like me,Somewhat like me,Like me,Very much like me,Very much like me
AT,Equal natural and human,8,Somewhat worried,Female,83,Lower upper sec,A little like me,Like me,Very much like me,Somewhat like me,Very much like me
AT,Equal natural and human,5,Somewhat worried,Female,25,Lower upper sec,Not like me,Like me,Somewhat like me,Somewhat like me,Like me
AT,Equal natural and human,4,Not very worried,Female,60,Upper upper sec,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me
AT,Equal natural and human,8,Somewhat worried,Female,74,Lower secondary,A little like me,Like me,Like me,Somewhat like me,Like me
AT,Entirely human,7,Extremely worried,Female,31,Upper upper sec,Somewhat like me,Very much like me,A little like me,Very much like me,Like me
AT,Mainly human,A lot,Very worried,Male,44,Higher tertiary,A little like me,Like me,A little like me,A little like me,Like me
AT,Mainly human,A lot,Extremely worried,Female,52,Lower tertiary,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me
AT,Mainly human,7,Very worried,Female,75,Upper upper sec,A little like me,Like me,Very much like me,Not like me,Very much like me
AT,Entirely human,9,Very worried,Male,20,Advanced voc,NA,Very much like me,Very much like me,Very much like me,Very much like me
AT,Mainly human,A lot,Extremely worried,Female,36,Advanced voc,Not at all like me,Like me,Somewhat like me,A little like me,Very much like me
AT,NA,7,Very worried,Male,44,Upper upper sec,Somewhat like me,Very much like me,A little like me,Like me,Like me
AT,Mainly human,8,Very worried,Female,41,Lower tertiary,Somewhat like me,Very much like me,Like me,Like me,Very much like me
AT,Equal natural and human,3,Extremely worried,Male,75,Upper upper sec,Not like me,Like me,Somewhat like me,Very much like me,Very much like me
AT,Mainly human,5,Somewhat worried,Female,48,Upper upper sec,Somewhat like me,Like me,Very much like me,A little like me,Very much like me
AT,Entirely human,A lot,Extremely worried,Female,30,Upper upper sec,Somewhat like me,Very much like me,A little like me,Very much like me,Very much like me
AT,Mainly human,7,Somewhat worried,Female,58,Upper upper sec,Not at all like me,Somewhat like me,Like me,Not like me,Like me
AT,Equal natural and human,5,Not very worried,Male,72,Upper upper sec,Not at all like me,Like me,Somewhat like me,Like me,Like me
AT,Mainly human,7,Somewhat worried,Female,24,Lower tertiary,A little like me,Very much like me,Like me,Like me,Like me
AT,Mainly human,Not at all,Very worried,Female,46,Upper upper sec,NA,NA,NA,NA,NA
AT,Equal natural and human,1,Not very worried,Female,22,Upper upper sec,Like me,Like me,A little like me,Like me,Like me
AT,Mainly human,8,Very worried,Female,20,Advanced voc,Somewhat like me,Very much like me,Somewhat like me,Like me,Very much like me
AT,Equal natural and human,4,Not very worried,Male,23,Upper upper sec,Somewhat like me,Like me,Somewhat like me,Very much like me,Like me
AT,Equal natural and human,5,Somewhat worried,Female,24,Upper upper sec,A little like me,Somewhat like me,Not like me,Like me,Like me
AT,Mainly human,2,Not worried,Female,34,Lower tertiary,Somewhat like me,A little like me,Somewhat like me,Not at all like me,Like me
AT,Entirely human,6,Very worried,Female,72,Upper upper sec,Not at all like me,Like me,Like me,A little like me,Very much like me
AT,Equal natural and human,5,Somewhat worried,Female,57,Other,A little like me,Like me,Like me,Somewhat like me,Somewhat like me
AT,Equal natural and human,6,Not very worried,Male,89,Upper upper sec,Somewhat like me,Like me,Somewhat like me,A little like me,Somewhat like me
AT,Mainly human,7,Somewhat worried,Female,77,Lower tertiary,A little like me,Like me,Somewhat like me,A little like me,Somewhat like me
AT,Equal natural and human,2,Not very worried,Female,90,Upper upper sec,A little like me,Like me,Somewhat like me,Not like me,Very much like me
AT,Mainly natural,8,Somewhat worried,Female,79,Lower upper sec,A little like me,Not like me,Not like me,Not like me,Not like me
AT,Equal natural and human,NA,Not very worried,Female,26,Upper upper sec,A little like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me
AT,Entirely human,9,Very worried,Female,40,Upper upper sec,Not at all like me,Like me,Very much like me,Like me,Very much like me
AT,Mainly human,7,Somewhat worried,Female,28,Other,Somewhat like me,Very much like me,Very much like me,Very much like me,Very much like me
AT,Mainly human,9,Very worried,Female,64,Advanced voc,A little like me,Very much like me,Somewhat like me,Like me,Very much like me
AT,Mainly human,8,Somewhat worried,Female,15,Lower upper sec,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me
AT,Mainly human,9,Very worried,Female,49,Upper upper sec,Somewhat like me,Very much like me,Like me,Like me,Very much like me
AT,Mainly human,7,Very worried,Female,30,Upper upper sec,Somewhat like me,Like me,Somewhat like me,Like me,Like me
